seqnames,start,end,width,strand,pileup_macs2,score_ChIPSP,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,pileup,score,Rank
chr4,82325000,82350000,25001,*,18.18,-0.175043391,153020,82348219,82393061,-,overlapEnd,68061,1781,NearestLocation,RASGEF1B,18.18,-0.175043391,914
chr4,139160000,139170000,10001,*,32.6,-0.17563903,23657,139085248,139163503,-,overlapStart,3503,3503,NearestLocation,SLC7A11,32.6,-0.17563903,915
chr12,20955000,20960000,5001,*,11.91,-0.176122594,28234,20963638,21243040,+,upstream,-8638,3638,NearestLocation,SLCO1B3,11.91,-0.176122594,916
chr14,85980000,85990000,10001,*,17.55,-0.176357635,23768,85996488,86094270,+,upstream,-16488,6488,NearestLocation,FLRT2,17.55,-0.176357635,917
chr1,53380000,53390000,10001,*,23.82,-0.177701042,55268,53361582,53392851,-,inside,12851,2851,NearestLocation,ECHDC2,23.82,-0.177701042,918
chr9,112075000,112080000,5001,*,19.44,-0.178975747,54566,111934254,112083021,-,inside,8021,3021,NearestLocation,EPB41L4B,23.82,-0.156656138,919
chr9,112075000,112080000,5001,*,19.44,-0.178975747,54566,111934254,112083021,-,inside,8021,3021,NearestLocation,EPB41L4B,19.44,-0.178975747,919
chr21,38295000,38300000,5001,*,14.42,-0.17946647,3141,38123189,38362545,-,inside,67545,62545,NearestLocation,HLCS,14.42,-0.17946647,920
chr1,156350000,156360000,10001,*,88.4,-0.180160011,57127,156338980,156355013,+,overlapEnd,11020,4987,NearestLocation,RHBG,88.4,-0.180160011,921
chr4,55100000,55125000,25001,*,16.93,-0.181413143,170825,54966248,54968122,+,downstream,133752,131878,NearestLocation,GSX2,16.93,-0.181413143,922
chr4,55100000,55125000,25001,*,16.93,-0.181413143,5156,54243820,55164412,+,inside,856180,39412,Overlapping,PDGFRA,16.93,-0.181413143,922
chr2,7810000,7820000,10001,*,11.91,-0.181792143,100506274,7561392,7590381,+,downstream,248608,219619,NearestLocation,LOC100506274,11.91,-0.181792143,923
chr3,72015000,72020000,5001,*,11.29,-0.181949781,60675,71820806,71834357,-,upstream,-180643,180643,NearestLocation,PROK2,11.29,-0.181949781,924
chr12,3200000,3225000,25001,*,24.45,-0.18225109,10867,3186521,3395730,+,inside,13479,13479,NearestLocation,TSPAN9,24.45,-0.18225109,925
chr3,155700000,155725000,25001,*,42.01,-0.183051297,8833,155588325,155655520,+,downstream,111675,44480,NearestLocation,GMPS,13.17,-0.566390752,926
chr3,155700000,155725000,25001,*,42.01,-0.183051297,8833,155588325,155655520,+,downstream,111675,44480,NearestLocation,GMPS,42.01,-0.183051297,926
chr3,188650000,188675000,25001,*,55.8,-0.18320876,285386,188665003,189041271,+,overlapStart,-15003,9997,NearestLocation,TPRG1,55.8,-0.18320876,927
chr5,30400000,30410000,10001,*,15.67,-0.184437398,1004,31193762,31329253,+,upstream,-793762,783762,NearestLocation,CDH6,15.67,-0.184437398,928
chr12,29890000,29900000,10001,*,26.96,-0.184619046,83857,29653746,29937692,-,inside,47692,37692,NearestLocation,TMTC1,26.96,-0.184619046,929
chr12,29890000,29900000,10001,*,26.96,-0.184619046,83857,29653746,29937692,-,inside,47692,37692,NearestLocation,TMTC1,13.79,-0.251730746,929
chr12,115115000,115120000,5001,*,11.91,-0.185821586,6926,115108059,115121969,-,inside,6969,1969,NearestLocation,TBX3,11.91,-0.185821586,930
chr6,7610000,7620000,10001,*,20.69,-0.186075201,154007,7590432,7612200,+,overlapEnd,19568,2200,NearestLocation,SNRNP48,20.69,-0.186075201,931
chr3,160800000,160810000,10001,*,13.17,-0.18758897,8706,160801671,160823160,-,overlapEnd,23160,1671,NearestLocation,B3GALNT1,13.17,-0.18758897,933
chr3,161130000,161140000,10001,*,13.17,-0.18758897,101243545,161144215,161166030,+,upstream,-14215,4215,NearestLocation,LINC02067,33.86,-0.082156846,932
chr3,161130000,161140000,10001,*,13.17,-0.18758897,101243545,161144215,161166030,+,upstream,-14215,4215,NearestLocation,LINC02067,17.55,0.03518549,932
chr3,161130000,161140000,10001,*,13.17,-0.18758897,101243545,161144215,161166030,+,upstream,-14215,4215,NearestLocation,LINC02067,13.17,-0.18758897,932
chr1,187020000,187030000,10001,*,16.93,-0.188830309,5321,186798032,186958113,+,downstream,221968,61887,NearestLocation,PLA2G4A,16.93,-0.188830309,934
chr6,43035000,43040000,5001,*,43.89,-0.189120369,89953,43008515,43042833,+,inside,26485,2833,Overlapping,KLC4,43.89,-0.189120369,935
chr6,43035000,43040000,5001,*,43.89,-0.189120369,51069,43021767,43027242,-,upstream,-7758,7758,NearestLocation,MRPL2,43.89,-0.189120369,935
chr12,53350000,53375000,25001,*,16.3,-0.190604522,3856,53290971,53343650,-,upstream,-6350,6350,NearestLocation,KRT8,189.34,0.691172893,936
chr12,53350000,53375000,25001,*,16.3,-0.190604522,3856,53290971,53343650,-,upstream,-6350,6350,NearestLocation,KRT8,39.5,-0.072381937,936
chr12,53350000,53375000,25001,*,16.3,-0.190604522,3856,53290971,53343650,-,upstream,-6350,6350,NearestLocation,KRT8,16.3,-0.190604522,936
chr7,125290000,125295000,5001,*,16.3,-0.191126204,25913,124462440,124570037,-,upstream,-719963,719963,NearestLocation,POT1,16.3,-0.191126204,937
chr17,50170000,50180000,10001,*,12.54,-0.191555424,56934,49707674,50237377,-,inside,67377,57377,NearestLocation,CA10,12.54,-0.191555424,938
chr6,130625000,130650000,25001,*,13.17,-0.192119998,154075,130465447,130686570,-,inside,61570,36570,NearestLocation,SAMD3,13.17,-0.192119998,939
chr6,130625000,130650000,25001,*,13.17,-0.192119998,154075,130465447,130686570,-,inside,61570,36570,NearestLocation,SAMD3,23.82,-0.137849717,939
chr3,156270000,156280000,10001,*,21.32,-0.193590596,6747,156257929,156272973,-,overlapStart,2973,2973,NearestLocation,SSR3,21.32,-0.193590596,940
chr10,3175000,3200000,25001,*,31.35,-0.194286826,100507034,3183793,3190821,+,includeFeature,-8793,8793,NearestLocation,PITRM1-AS1,22.57,-0.136165258,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,100507034,3183793,3190821,+,includeFeature,-8793,8793,NearestLocation,PITRM1-AS1,18.81,-0.15532547,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,100507034,3183793,3190821,+,includeFeature,-8793,8793,NearestLocation,PITRM1-AS1,31.35,-0.194286826,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,10531,3179116,3215033,-,overlapEnd,40033,4116,Overlapping,PITRM1,22.57,-0.136165258,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,10531,3179116,3215033,-,overlapEnd,40033,4116,Overlapping,PITRM1,18.81,-0.15532547,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,10531,3179116,3215033,-,overlapEnd,40033,4116,Overlapping,PITRM1,31.35,-0.194286826,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,5214,3109712,3178997,+,overlapEnd,65288,3997,Overlapping,PFKP,22.57,-0.136165258,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,5214,3109712,3178997,+,overlapEnd,65288,3997,Overlapping,PFKP,18.81,-0.15532547,941
chr10,3175000,3200000,25001,*,31.35,-0.194286826,5214,3109712,3178997,+,overlapEnd,65288,3997,Overlapping,PFKP,31.35,-0.194286826,941
chr10,9300000,9325000,25001,*,11.91,-0.194585274,2625,8096667,8117164,+,downstream,1203333,1182836,NearestLocation,GATA3,11.91,-0.194585274,942
chr18,12090000,12100000,10001,*,31.35,-0.194909266,342850,12093848,12129748,+,overlapStart,-3848,3848,NearestLocation,ANKRD62,31.35,-0.194909266,943
chr18,12090000,12100000,10001,*,31.35,-0.194909266,342850,12093848,12129748,+,overlapStart,-3848,3848,NearestLocation,ANKRD62,14.42,-0.281181178,943
chr8,99570000,99580000,10001,*,13.17,-0.197130287,6788,99466859,99954799,-,inside,384799,103141,Overlapping,STK3,13.17,-0.197130287,944
chr8,99570000,99580000,10001,*,13.17,-0.197130287,3788,99439250,99443023,+,downstream,130750,126977,NearestLocation,KCNS2,13.17,-0.197130287,944
chr4,73850000,73875000,25001,*,13.79,-0.197413958,285521,73920416,73935472,-,downstream,85472,45416,NearestLocation,COX18,13.79,-0.197413958,945
chr3,35950000,35975000,25001,*,12.54,-0.198088452,406916,35785968,35786051,+,downstream,164032,163949,NearestLocation,MIR128-2,12.54,-0.198088452,946
chr9,124875000,124900000,25001,*,11.91,-0.198327285,100616312,124882361,124882446,-,includeFeature,7446,7361,NearestLocation,MIR4478,11.91,-0.198327285,947
chr7,42730000,42740000,10001,*,15.67,-0.199954986,79020,42948872,42971805,-,downstream,241805,208872,NearestLocation,C7orf25,15.67,-0.199954986,948
chr7,42730000,42740000,10001,*,15.67,-0.199954986,5683,42956462,42971805,-,downstream,241805,216462,NearestLocation,PSMA2,15.67,-0.199954986,948
chr5,158125000,158150000,25001,*,16.3,-0.201524873,1879,158122923,158526788,-,inside,401788,2077,NearestLocation,EBF1,16.3,-0.201524873,949
chr18,46000000,46025000,25001,*,16.93,-0.201992348,201501,45553639,45935663,-,upstream,-64337,64337,NearestLocation,ZBTB7C,23.82,-0.166882279,950
chr18,46000000,46025000,25001,*,16.93,-0.201992348,201501,45553639,45935663,-,upstream,-64337,64337,NearestLocation,ZBTB7C,16.93,-0.201992348,950
chr3,188570000,188580000,10001,*,55.8,-0.202080235,4026,187871663,188608460,+,inside,698337,28460,Overlapping,LPP,55.8,-0.202080235,951
chr3,188570000,188580000,10001,*,55.8,-0.202080235,285386,188665003,189041271,+,upstream,-95003,85003,NearestLocation,TPRG1,55.8,-0.202080235,951
chr5,14860000,14870000,10001,*,13.79,-0.202178357,56172,14704909,14871887,-,inside,11887,1887,NearestLocation,ANKH,13.79,-0.202178357,952
chr4,151125000,151150000,25001,*,27.59,-0.203779778,166614,150999426,151178608,+,inside,125574,28608,NearestLocation,DCLK2,27.59,-0.203779778,953
chr3,11850000,11875000,25001,*,11.29,-0.204458204,132001,11831919,11888352,-,inside,38352,13352,NearestLocation,TAMM41,11.29,-0.204458204,954
chr14,59100000,59110000,10001,*,12.54,-0.205061752,51339,59100786,59115038,+,overlapStart,-786,786,NearestLocation,DACT1,12.54,-0.205061752,955
chr5,15000000,15025000,25001,*,90.91,-0.205411973,56172,14704909,14871887,-,upstream,-128113,128113,NearestLocation,ANKH,90.91,-0.205411973,956
chr5,15000000,15025000,25001,*,90.91,-0.205411973,56172,14704909,14871887,-,upstream,-128113,128113,NearestLocation,ANKH,28.21,-0.5249187,956
chr9,114070000,114080000,10001,*,33.23,-0.205529572,26248,114089763,114090713,-,downstream,20713,9763,NearestLocation,OR2K2,33.23,-0.205529572,957
chr4,81270000,81280000,10001,*,24.45,-0.205580468,255119,81256874,81884910,+,inside,13126,13126,NearestLocation,CFAP299,24.45,-0.205580468,958
chr14,59490000,59500000,10001,*,12.54,-0.206515104,23002,59655381,59838123,+,upstream,-165381,155381,NearestLocation,DAAM1,36.99,-0.555490333,959
chr14,59490000,59500000,10001,*,12.54,-0.206515104,23002,59655381,59838123,+,upstream,-165381,155381,NearestLocation,DAAM1,12.54,-0.206515104,959
chr1,241975000,242000000,25001,*,15.05,-0.206637808,9156,242011493,242053241,+,upstream,-36493,11493,NearestLocation,EXO1,31.35,-0.123576251,960
chr1,241975000,242000000,25001,*,15.05,-0.206637808,9156,242011493,242053241,+,upstream,-36493,11493,NearestLocation,EXO1,15.05,-0.206637808,960
chr11,80940000,80950000,10001,*,16.93,-0.206673128,100422823,81601783,81601878,-,downstream,661878,651783,NearestLocation,MIR4300,16.93,-0.206673128,961
chr1,221600000,221610000,10001,*,54.55,-0.207096459,400804,221503270,221509638,-,upstream,-90362,90362,NearestLocation,LINC02817,54.55,-0.207096459,962
chr5,145525000,145550000,25001,*,15.05,-0.207894624,51520,145492589,145562294,-,inside,37294,12294,NearestLocation,LARS1,15.05,-0.207894624,963
chr1,214525000,214550000,25001,*,18.81,-0.207979004,5784,214522039,214725024,-,inside,200024,2961,Overlapping,PTPN14,18.81,-0.207979004,964
chr1,214525000,214550000,25001,*,18.81,-0.207979004,56950,214454565,214510477,+,downstream,70435,14523,NearestLocation,SMYD2,18.81,-0.207979004,964
chr3,193275000,193300000,25001,*,49.53,-0.209085936,84239,193119866,193272696,-,upstream,-2304,2304,NearestLocation,ATP13A4,49.53,-0.209085936,965
chr3,59800000,59825000,25001,*,13.17,-0.209494637,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,75.86,0.109961132,966
chr3,59800000,59825000,25001,*,13.17,-0.209494637,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,12.54,-0.212704991,966
chr3,59800000,59825000,25001,*,13.17,-0.209494637,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,13.17,-0.209494637,966
chr3,59800000,59825000,25001,*,13.17,-0.209494637,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,75.86,0.109961132,966
chr3,59800000,59825000,25001,*,13.17,-0.209494637,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,12.54,-0.212704991,966
chr3,59800000,59825000,25001,*,13.17,-0.209494637,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,13.17,-0.209494637,966
chr17,66900000,66910000,10001,*,21.94,-0.210780661,10351,66863431,66951533,-,inside,51533,36569,NearestLocation,ABCA8,21.94,-0.210780661,967
chr3,136020000,136030000,10001,*,41.38,-0.21120202,5096,135969167,136056737,+,inside,50833,26737,NearestLocation,PCCB,41.38,-0.21120202,968
chr10,65395000,65400000,5001,*,21.94,-0.212247546,221035,65281123,65384883,+,downstream,113877,10117,NearestLocation,REEP3,21.94,-0.212247546,969
chr10,65395000,65400000,5001,*,21.94,-0.212247546,221035,65281123,65384883,+,downstream,113877,10117,NearestLocation,REEP3,16.3,-0.240987864,969
chr3,59800000,59825000,25001,*,12.54,-0.212704991,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,75.86,0.109961132,970
chr3,59800000,59825000,25001,*,12.54,-0.212704991,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,12.54,-0.212704991,970
chr3,59800000,59825000,25001,*,12.54,-0.212704991,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,13.17,-0.209494637,970
chr3,59800000,59825000,25001,*,12.54,-0.212704991,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,75.86,0.109961132,970
chr3,59800000,59825000,25001,*,12.54,-0.212704991,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,12.54,-0.212704991,970
chr3,59800000,59825000,25001,*,12.54,-0.212704991,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,13.17,-0.209494637,970
chr18,2100000,2125000,25001,*,18.18,-0.212773928,64863,2537524,2571489,-,downstream,471489,412524,NearestLocation,METTL4,18.18,-0.212773928,971
chr1,203825000,203850000,25001,*,17.55,-0.214399713,6635,203830727,203840280,+,includeFeature,-5727,5727,NearestLocation,SNRPE,17.55,-0.214399713,972
chr20,48500000,48525000,25001,*,65.2,-0.214728366,9825,48519929,48532080,-,overlapEnd,32080,5071,NearestLocation,SPATA2,65.2,-0.214728366,973
chr20,48500000,48525000,25001,*,65.2,-0.214728366,23315,48429250,48508779,+,overlapEnd,70750,8779,Overlapping,SLC9A8,65.2,-0.214728366,973
chr1,224700000,224705000,5001,*,68.97,-0.215765114,80232,224572845,224622001,-,upstream,-77999,77999,NearestLocation,WDR26,68.97,-0.215765114,974
chr5,67525000,67550000,25001,*,21.94,-0.215957061,5295,67511584,67597649,+,inside,13416,13416,NearestLocation,PIK3R1,21.94,-0.215957061,975
chr10,60175000,60180000,5001,*,22.57,-0.215962993,7019,60144903,60158990,+,downstream,30097,16010,NearestLocation,TFAM,22.57,-0.215962993,976
chr6,101850000,101860000,10001,*,19.44,-0.216995059,2898,101846669,102517958,+,inside,3331,3331,NearestLocation,GRIK2,19.44,-0.216995059,977
chr10,104825000,104830000,5001,*,16.93,-0.217071806,54805,104678075,104838344,+,inside,146925,8344,Overlapping,CNNM2,16.93,-0.217071806,978
chr10,104825000,104830000,5001,*,16.93,-0.217071806,22978,104847774,104953063,-,downstream,128063,17774,NearestLocation,NT5C2,16.93,-0.217071806,978
chr9,110240000,110245000,5001,*,11.91,-0.217347129,9314,110247133,110252047,-,downstream,12047,2133,NearestLocation,KLF4,11.91,-0.217347129,979
chr1,8825000,8850000,25001,*,39.5,-0.218823285,473,8412464,8877699,-,inside,52699,27699,NearestLocation,RERE,39.5,-0.218823285,980
chr11,110325000,110350000,25001,*,20.06,-0.219363885,2230,110300661,110335608,+,overlapEnd,24339,10608,NearestLocation,FDX1,20.06,-0.219363885,981
chr11,61600000,61625000,25001,*,26.33,-0.219805968,9415,61583728,61634825,+,inside,16272,9825,Overlapping,FADS2,26.33,-0.219805968,982
chr11,61600000,61625000,25001,*,26.33,-0.219805968,3992,61567097,61584529,-,upstream,-15471,15471,NearestLocation,FADS1,26.33,-0.219805968,982
chr3,132750000,132775000,25001,*,17.55,-0.220099871,66000,132757171,133116619,+,overlapStart,-7171,7171,NearestLocation,TMEM108,17.55,-0.220099871,983
chr3,155710000,155720000,10001,*,21.32,-0.221140046,8833,155588325,155655520,+,downstream,121675,54480,NearestLocation,GMPS,21.32,-0.221140046,984
chr18,51950000,51975000,25001,*,16.3,-0.221284708,162681,51884288,51908404,+,downstream,65712,41596,NearestLocation,C18orf54,16.3,-0.221284708,985
chr6,93510000,93520000,10001,*,42.01,-0.221331388,2045,93949740,94129300,-,downstream,619300,429740,NearestLocation,EPHA7,42.01,-0.221331388,986
chr8,87355000,87360000,5001,*,10.66,-0.222642767,11059,87354994,87480178,+,inside,6,6,NearestLocation,WWP1,10.66,-0.222642767,987
chr11,38820000,38830000,10001,*,14.42,-0.22268277,5897,36613493,36619829,-,upstream,-2200171,2200171,NearestLocation,RAG2,14.42,-0.22268277,988
chr10,15940000,15950000,10001,*,26.96,-0.222701818,80013,15820175,15902519,-,upstream,-37481,37481,NearestLocation,MINDY3,12.54,-0.296183269,989
chr10,15940000,15950000,10001,*,26.96,-0.222701818,80013,15820175,15902519,-,upstream,-37481,37481,NearestLocation,MINDY3,26.96,-0.222701818,989
chr7,47200000,47225000,25001,*,21.32,-0.222934136,64759,47314752,47621742,-,downstream,421742,89752,NearestLocation,TNS3,21.32,-0.222934136,990
chr4,172750000,172775000,25001,*,23.82,-0.222990948,442117,172734575,173961558,+,inside,15425,15425,NearestLocation,GALNTL6,23.82,-0.222990948,991
chr18,54375000,54400000,25001,*,17.55,-0.223253441,23335,54318616,54697036,+,inside,56384,56384,NearestLocation,WDR7,59.56,-0.009178839,992
chr18,54375000,54400000,25001,*,17.55,-0.223253441,23335,54318616,54697036,+,inside,56384,56384,NearestLocation,WDR7,17.55,-0.223253441,992
chr18,46950000,46975000,25001,*,12.54,-0.224362915,54808,46570172,46987079,-,inside,37079,12079,NearestLocation,DYM,12.54,-0.224362915,993
chr20,56225000,56250000,25001,*,12.54,-0.224492115,56937,56223448,56286592,-,inside,61592,1552,Overlapping,PMEPA1,12.54,-0.224492115,994
chr20,56225000,56250000,25001,*,12.54,-0.224492115,81030,56178902,56195632,-,upstream,-29368,29368,NearestLocation,ZBP1,12.54,-0.224492115,994
chr11,14250000,14275000,25001,*,21.32,-0.224532844,22800,14299466,14386052,-,downstream,136052,24466,NearestLocation,RRAS2,21.32,-0.224532844,995
chr11,14250000,14275000,25001,*,21.32,-0.224532844,10418,13984184,14289679,+,inside,265816,14679,Overlapping,SPON1,21.32,-0.224532844,995
chr8,140700000,140725000,25001,*,18.81,-0.227889511,51305,140613082,140715299,-,overlapStart,15299,9701,NearestLocation,KCNK9,18.81,-0.227889511,996
chr20,20555000,20560000,5001,*,11.29,-0.230249721,57186,20370272,20693266,-,inside,138266,133266,NearestLocation,RALGAPA2,23.82,-0.166399334,997
chr20,20555000,20560000,5001,*,11.29,-0.230249721,57186,20370272,20693266,-,inside,138266,133266,NearestLocation,RALGAPA2,11.29,-0.230249721,997
chr2,50710000,50715000,5001,*,15.05,-0.231544366,9378,50145643,51259674,-,inside,549674,544674,NearestLocation,NRXN1,15.05,-0.231544366,998
chr20,21525000,21550000,25001,*,15.05,-0.233436317,4821,21491660,21494664,-,upstream,-30336,30336,NearestLocation,NKX2-2,15.05,-0.233436317,999
chr15,91500000,91510000,10001,*,60.19,-0.233882221,9055,91509268,91537881,-,overlapEnd,37881,732,Overlapping,PRC1,60.19,-0.233882221,1000
chr15,91500000,91510000,10001,*,60.19,-0.233882221,91433,91498106,91506355,+,overlapEnd,1894,1894,NearestLocation,RCCD1,60.19,-0.233882221,1000
chr15,91500000,91510000,10001,*,60.19,-0.233882221,100507118,91509599,91531854,+,overlapStart,-9599,401,Overlapping,PRC1-AS1,60.19,-0.233882221,1000
chr7,139700000,139705000,5001,*,40.13,-0.234273853,6916,139478047,139720125,+,inside,221953,15125,Overlapping,TBXAS1,40.13,-0.234273853,1001
chr7,139700000,139705000,5001,*,40.13,-0.234273853,64761,139723549,139763521,-,downstream,63521,18549,NearestLocation,PARP12,40.13,-0.234273853,1001
chr14,34300000,34325000,25001,*,13.17,-0.234389578,112399,34393421,34420284,-,downstream,120284,68421,NearestLocation,EGLN3,13.17,-0.234389578,1002
chr7,82350000,82375000,25001,*,18.81,-0.235394619,781,81579418,82073031,-,upstream,-276969,276969,NearestLocation,CACNA2D1,18.81,-0.235394619,1003
chr7,82350000,82375000,25001,*,18.81,-0.235394619,781,81579418,82073031,-,upstream,-276969,276969,NearestLocation,CACNA2D1,16.93,-0.244974725,1003
chr18,52625000,52650000,25001,*,15.05,-0.235992944,80323,52568740,52626739,-,overlapStart,1739,1739,NearestLocation,CCDC68,15.05,-0.235992944,1004
chr18,72000000,72025000,25001,*,15.05,-0.235992944,644041,71983110,72026422,+,inside,16890,1422,NearestLocation,C18orf63,15.05,-0.235992944,1005
chr4,139310000,139320000,10001,*,20.69,-0.236330021,100874047,139230865,139345498,+,inside,79135,25498,NearestLocation,LINC00499,20.69,-0.236330021,1006
chr2,139550000,139575000,25001,*,13.17,-0.236354909,11249,139426727,139537811,-,upstream,-12189,12189,NearestLocation,NXPH2,13.17,-0.236354909,1007
chr8,18870000,18880000,10001,*,21.94,-0.236598374,23362,18384813,18871196,-,overlapStart,1196,1196,NearestLocation,PSD3,21.94,-0.236598374,1008
chr1,186300000,186325000,25001,*,13.17,-0.236719322,100302192,186029867,186446655,-,inside,146655,121655,Overlapping,MIR548F1,13.17,-0.236719322,1009
chr1,186300000,186325000,25001,*,13.17,-0.236719322,7175,186280786,186344864,-,inside,44864,19214,Overlapping,TPR,13.17,-0.236719322,1009
chr1,186300000,186325000,25001,*,13.17,-0.236719322,100873775,186198964,186281028,-,upstream,-18972,18972,NearestLocation,RNU6-72P,13.17,-0.236719322,1009
chr3,156610000,156615000,5001,*,42.01,-0.237783454,389170,156544096,156763918,+,inside,65904,65904,NearestLocation,LEKR1,42.01,-0.237783454,1010
chr3,156800000,156805000,5001,*,42.01,-0.237783454,339894,156799456,156840791,-,inside,40791,544,Overlapping,LINC00880,42.01,-0.237783454,1011
chr3,156800000,156805000,5001,*,42.01,-0.237783454,100498859,156807670,156818924,+,upstream,-7670,2670,NearestLocation,LINC00881,42.01,-0.237783454,1011
chr10,60285000,60290000,5001,*,22.57,-0.238111826,80114,60272904,60588845,+,inside,12096,12096,NearestLocation,BICC1,22.57,-0.238111826,1012
chr1,172710000,172720000,10001,*,28.84,-0.238494842,356,172628185,172636012,+,downstream,81815,73988,NearestLocation,FASLG,28.84,-0.238494842,1013
chr3,66325000,66350000,25001,*,20.69,-0.238710949,115286,66119285,66438532,+,inside,205715,88532,NearestLocation,SLC25A26,20.69,-0.238710949,1014
chr17,13490000,13500000,10001,*,25.71,-0.239979239,9955,13399006,13505244,-,inside,15244,5244,NearestLocation,HS3ST3A1,25.71,-0.239979239,1015
chr6,800000,805000,5001,*,18.18,-0.240211881,55770,485138,693141,-,upstream,-106859,106859,NearestLocation,EXOC2,18.18,-0.240211881,1016
chr7,17565000,17570000,5001,*,26.33,-0.240293081,196,17338276,17385775,+,downstream,226724,179225,NearestLocation,AHR,26.33,-0.240293081,1017
chr1,11350000,11375000,25001,*,31.35,-0.240875508,29914,11333255,11348491,+,downstream,16745,1509,NearestLocation,UBIAD1,31.35,-0.240875508,1018
chr10,65395000,65400000,5001,*,16.3,-0.240987864,221035,65281123,65384883,+,downstream,113877,10117,NearestLocation,REEP3,21.94,-0.212247546,1019
chr10,65395000,65400000,5001,*,16.3,-0.240987864,221035,65281123,65384883,+,downstream,113877,10117,NearestLocation,REEP3,16.3,-0.240987864,1019
chr7,16600000,16625000,25001,*,17.55,-0.241840711,25928,16501106,16570205,-,upstream,-29795,29795,NearestLocation,SOSTDC1,17.55,-0.241840711,1020
chr7,16600000,16625000,25001,*,17.55,-0.241840711,100506049,16566505,16621114,+,overlapEnd,33495,3886,Overlapping,LRRC72,17.55,-0.241840711,1020
chr1,169510000,169520000,10001,*,25.71,-0.24245245,2153,169481192,169555769,-,inside,45769,28808,NearestLocation,F5,25.71,-0.24245245,1021
chr6,7600000,7625000,25001,*,20.69,-0.24286015,154007,7590432,7612200,+,overlapEnd,9568,9568,NearestLocation,SNRNP48,20.69,-0.24286015,1022
chr4,41275000,41300000,25001,*,20.69,-0.243646268,7345,41258898,41270446,+,downstream,16102,4554,NearestLocation,UCHL1,20.69,-0.243646268,1023
chr8,99720000,99730000,10001,*,13.17,-0.244941323,6788,99466859,99954799,-,inside,234799,224799,NearestLocation,STK3,13.17,-0.244941323,1024
chr13,34110000,34115000,5001,*,20.69,-0.244941647,90627,33677272,34250932,-,inside,140932,135932,NearestLocation,STARD13,20.69,-0.244941647,1025
chr7,82350000,82375000,25001,*,16.93,-0.244974725,781,81579418,82073031,-,upstream,-276969,276969,NearestLocation,CACNA2D1,18.81,-0.235394619,1026
chr7,82350000,82375000,25001,*,16.93,-0.244974725,781,81579418,82073031,-,upstream,-276969,276969,NearestLocation,CACNA2D1,16.93,-0.244974725,1026
chr10,119250000,119275000,25001,*,15.67,-0.245722622,2018,119301956,119309057,+,upstream,-51956,26956,NearestLocation,EMX2,15.67,-0.245722622,1027
chr10,119250000,119275000,25001,*,15.67,-0.245722622,196047,119243804,119304579,-,inside,54579,6196,Overlapping,EMX2OS,15.67,-0.245722622,1027
chr20,57790000,57800000,10001,*,11.29,-0.245763909,128611,57766075,57834167,+,inside,23925,23925,NearestLocation,ZNF831,11.29,-0.245763909,1028
chr8,123790000,123795000,5001,*,20.06,-0.245835422,22882,123793901,123986755,+,overlapStart,-3901,1099,NearestLocation,ZHX2,20.06,-0.245835422,1029
chr1,182050000,182075000,25001,*,19.44,-0.247020076,127665,182023705,182030847,-,upstream,-19153,19153,NearestLocation,ZNF648,19.44,-0.247020076,1030
chr1,182050000,182075000,25001,*,19.44,-0.247020076,127665,182023705,182030847,-,upstream,-19153,19153,NearestLocation,ZNF648,18.18,-0.253440785,1030
chr1,184520000,184525000,5001,*,29.47,-0.24712399,81563,184356150,184598155,+,inside,163850,73155,NearestLocation,C1orf21,29.47,-0.24712399,1031
chr8,97340000,97350000,10001,*,21.94,-0.247389553,9791,97274167,97346774,+,overlapEnd,65833,3226,NearestLocation,PTDSS1,21.94,0.017772758,1032
chr8,97340000,97350000,10001,*,21.94,-0.247389553,9791,97274167,97346774,+,overlapEnd,65833,3226,NearestLocation,PTDSS1,21.94,-0.247389553,1032
chr17,14220000,14230000,10001,*,25.71,-0.248392703,84815,14207057,14209062,+,downstream,12943,10938,NearestLocation,MGC12916,25.71,-0.248392703,1033
